Group,Celltype,ONTOLOGY,TERM,N,DE,P.DE,FDR,ID,Generatio,neg_log_P,Order
Term,Hofbauer,BP,cell morphogenesis,987,328,1.10E-04,0.014602734,GO:0000902,0.332320162,3.959532022,881
Term,Hofbauer,BP,regulation of interferon-gamma production,93,31,4.37E-04,0.044367288,GO:0032649,0.333333333,3.359651414,882
Term,Hofbauer,BP,actin filament-based process,725,242.5,2.42E-05,0.004740458,GO:0030029,0.334482759,4.616684005,883
Term,Hofbauer,BP,positive regulation of leukocyte activation,297,99.5,1.47E-06,5.38E-04,GO:0002696,0.335016835,5.833949217,884
Term,Hofbauer,BP,immune response-activating signal transduction,508,170.5,3.87E-09,5.36E-06,GO:0002757,0.335629921,8.41212942,885
Term,Hofbauer,BP,positive regulation of lymphocyte activation,253,85.5,1.92E-05,0.003927227,GO:0051251,0.337944664,4.717553377,886
Term,Hofbauer,CC,tertiary granule,158,53.5,2.65E-05,0.005061002,GO:0070820,0.338607595,4.577178879,887
Term,Hofbauer,BP,T cell differentiation,236,80.16666667,8.43E-05,0.011979224,GO:0030217,0.339689266,4.07441366,888
Term,Hofbauer,BP,immune response-regulating cell surface receptor signaling pathway,380,129.5,4.62E-07,2.02E-04,GO:0002768,0.340789474,6.335400341,889
Term,Hofbauer,BP,regulation of actin cytoskeleton organization,327,111.5,4.03E-04,0.041326505,GO:0032956,0.340978593,3.394380657,890
Term,Hofbauer,CC,cell-substrate junction,397,137.5,3.29E-04,0.035265336,GO:0030055,0.346347607,3.483278418,891
Term,Hofbauer,BP,actin cytoskeleton organization,635,220,6.53E-06,0.001746724,GO:0030036,0.346456693,5.185319177,892
Term,Hofbauer,BP,regulation of T cell activation,301,104.5,1.41E-07,7.82E-05,GO:0050863,0.34717608,6.850957282,893
Term,Hofbauer,BP,regulation of cell adhesion,659,229.5,1.55E-09,3.52E-06,GO:0030155,0.348254932,8.81047432,894
Term,Hofbauer,CC,cell-substrate adherens junction,394,137.5,2.15E-04,0.025328483,GO:0005924,0.348984772,3.667795819,895
Term,Hofbauer,CC,membrane region,316,110.5,1.18E-04,0.015588217,GO:0098589,0.349683544,3.928637433,896
Term,Hofbauer,CC,focal adhesion,392,137.5,1.84E-04,0.022421198,GO:0005925,0.350765306,3.735771734,897
Term,Hofbauer,BP,immune response-activating cell surface receptor signaling pathway,349,122.5,1.61E-07,8.51E-05,GO:0002429,0.351002865,6.793313578,898
Term,Hofbauer,BP,phagocytosis,258,91,3.42E-05,0.006172411,GO:0006909,0.352713178,4.466136961,899
Term,Hofbauer,BP,myeloid leukocyte differentiation,196,69.5,1.09E-04,0.014602734,GO:0002573,0.354591837,3.964459743,900
Term,Hofbauer,BP,antigen receptor-mediated signaling pathway,231,82,1.83E-05,0.003825615,GO:0050851,0.354978355,4.736834506,901
Term,Hofbauer,CC,membrane microdomain,304,108,8.91E-05,0.012509306,GO:0098857,0.355263158,4.050214071,902
Term,Hofbauer,BP,Ras protein signal transduction,417,148.1666667,1.91E-05,0.003927227,GO:0007265,0.355315747,4.719637866,903
Term,Hofbauer,CC,membrane raft,303,108,7.03E-05,0.010598324,GO:0045121,0.356435644,4.15274819,904
Term,Hofbauer,CC,anchoring junction,541,194,4.75E-06,0.001334834,GO:0070161,0.358595194,5.323050135,905
Term,Hofbauer,BP,regulation of leukocyte differentiation,261,94,2.29E-07,1.13E-04,GO:1902105,0.360153257,6.64055939,906
Term,Hofbauer,BP,regulation of GTPase activity,435,157,1.17E-05,0.002683985,GO:0043087,0.36091954,4.932547018,907
Term,Hofbauer,BP,regulation of actin filament organization,247,89.5,3.11E-04,0.03353147,GO:0110053,0.362348178,3.507227257,908
Term,Hofbauer,CC,adherens junction,526,191,3.69E-06,0.001133004,GO:0005912,0.363117871,5.433499188,909
Term,Hofbauer,BP,positive regulation of GTPase activity,366,133.5,2.72E-05,0.005155593,GO:0043547,0.364754098,4.565502447,910
Term,Hofbauer,BP,small GTPase mediated signal transduction,532,194.1666667,2.37E-07,1.15E-04,GO:0007264,0.364974937,6.62518607,911
Term,Hofbauer,BP,actin filament organization,378,138,1.28E-05,0.002860718,GO:0007015,0.365079365,4.891887163,912
Term,Hofbauer,BP,positive regulation of T cell proliferation,89,32.5,2.96E-04,0.033041308,GO:0042102,0.365168539,3.528274911,913
Term,Hofbauer,MF,cytokine receptor activity,87,32,1.98E-04,0.023818327,GO:0004896,0.367816092,3.703589251,914
Term,Hofbauer,BP,positive regulation of leukocyte cell-cell adhesion,207,76.5,2.30E-06,7.61E-04,GO:1903039,0.369565217,5.638277135,915
Term,Hofbauer,BP,positive regulation of T cell activation,193,72,2.31E-06,7.61E-04,GO:0050870,0.373056995,5.636890952,916
Term,Hofbauer,BP,regulation of lymphocyte differentiation,162,60.5,2.85E-05,0.005279692,GO:0045619,0.37345679,4.544448639,917
Term,Hofbauer,BP,regulation of cell morphogenesis,459,171.5,7.50E-06,0.001917147,GO:0022604,0.373638344,5.124916969,918
Term,Hofbauer,BP,positive regulation of cell-cell adhesion,244,91.5,2.18E-07,1.10E-04,GO:0022409,0.375,6.661599947,919
Term,Hofbauer,BP,negative regulation of immune effector process,114,43,2.85E-05,0.005279692,GO:0002698,0.377192982,4.54516659,920
Term,Hofbauer,BP,alpha-beta T cell activation,129,49.16666667,1.36E-04,0.017441884,GO:0046631,0.381136951,3.864948905,921
Term,Hofbauer,BP,positive regulation of cell adhesion,388,148,9.41E-10,2.68E-06,GO:0045785,0.381443299,9.02624689,922
Term,Hofbauer,MF,GTPase binding,498,191,1.06E-08,1.20E-05,GO:0051020,0.383534137,7.974769923,923
Term,Hofbauer,BP,Fc receptor signaling pathway,171,66,6.88E-05,0.010499211,GO:0038093,0.385964912,4.162619387,924
Term,Hofbauer,BP,regulation of T cell differentiation,136,52.5,4.81E-05,0.007932096,GO:0045580,0.386029412,4.317695237,925
Term,Hofbauer,MF,GTPase activator activity,242,94.5,1.35E-04,0.017324297,GO:0005096,0.390495868,3.871132235,926
Term,Hofbauer,MF,small GTPase binding,404,158,1.68E-07,8.67E-05,GO:0031267,0.391089109,6.775506469,927
Term,Hofbauer,MF,Ras GTPase binding,390,155,6.53E-08,4.50E-05,GO:0017016,0.397435897,7.18493938,928
Term,Hofbauer,BP,negative regulation of interleukin-6 production,50,20,1.02E-04,0.013925775,GO:0032715,0.4,3.993034833,929
Term,Hofbauer,BP,regulation of small GTPase mediated signal transduction,315,126.6666667,7.21E-06,0.001864965,GO:0051056,0.402116402,5.141808877,930
Term,Hofbauer,BP,regulation of Ras protein signal transduction,224,90.66666667,1.84E-04,0.022421198,GO:0046578,0.404761905,3.734461886,931
Term,Hofbauer,CC,cell leading edge,389,158.5,4.86E-08,3.69E-05,GO:0031252,0.407455013,7.312932483,932
Term,Hofbauer,BP,macrophage activation,91,38,4.38E-06,0.001260049,GO:0042116,0.417582418,5.358947733,933
Term,Hofbauer,MF,guanyl-nucleotide exchange factor activity,206,87,1.44E-05,0.003173059,GO:0005085,0.422330097,4.842646879,934
Term,Hofbauer,BP,actin filament bundle organization,151,64,5.66E-05,0.00889294,GO:0061572,0.42384106,4.247072948,935
Term,Hofbauer,BP,regulation of actomyosin structure organization,92,39,3.46E-04,0.036653418,GO:0110020,0.423913043,3.460409368,936
Term,Hofbauer,BP,actin filament bundle assembly,148,63,5.28E-05,0.008462317,GO:0051017,0.425675676,4.277184671,937
Term,Hofbauer,CC,tertiary granule membrane,69,29.5,5.05E-05,0.008211717,GO:0070821,0.427536232,4.296400294,938
Term,Hofbauer,BP,regulation of actin filament bundle assembly,93,40,4.09E-04,0.041686713,GO:0032231,0.430107527,3.388659796,939
Term,Hofbauer,CC,ficolin-1-rich granule membrane,59,26,8.83E-05,0.012470963,GO:0101003,0.440677966,4.054236433,940
Term,Hofbauer,CC,lamellipodium,187,83.5,3.37E-06,0.001064429,GO:0030027,0.446524064,5.472512919,941
Term,Hofbauer,CC,actin filament,102,46.5,1.79E-04,0.02216858,GO:0005884,0.455882353,3.746406609,942
Term,Hofbauer,CC,ruffle,167,76.5,1.30E-06,4.84E-04,GO:0001726,0.458083832,5.887233965,943
Term,Hofbauer,BP,adherens junction organization,140,64.5,1.01E-04,0.013925775,GO:0034332,0.460714286,3.994891331,944
Term,Hofbauer,MF,Rho GTPase binding,160,74,2.46E-06,8.01E-04,GO:0017048,0.4625,5.60848005,945
Term,Hofbauer,BP,regulation of cell shape,144,67,9.81E-07,3.78E-04,GO:0008360,0.465277778,6.008479778,946
Term,Hofbauer,BP,adherens junction assembly,88,43.5,3.88E-04,0.040300987,GO:0034333,0.494318182,3.411202518,947
Term,Hofbauer,BP,ruffle organization,52,26,1.00E-04,0.013870578,GO:0031529,0.5,4.0000239,948
Term,Hofbauer,BP,cell-substrate adherens junction assembly,79,40.5,2.67E-04,0.030487227,GO:0007045,0.512658228,3.573991315,949
Term,Hofbauer,BP,focal adhesion assembly,79,40.5,2.67E-04,0.030487227,GO:0048041,0.512658228,3.573991315,950
Term,Hofbauer,BP,Fc-gamma receptor signaling pathway,78,40,7.20E-06,0.001864965,GO:0038094,0.512820513,5.142764582,951
Term,Hofbauer,BP,respiratory burst,29,15,1.69E-04,0.021257144,GO:0045730,0.517241379,3.771778828,952
Term,Hofbauer,BP,Fc receptor mediated stimulatory signaling pathway,81,42,4.24E-06,0.001252012,GO:0002431,0.518518519,5.372733442,953
Term,Hofbauer,BP,immune response-regulating cell surface receptor signaling pathway involved in phagocytosis,75,39,1.11E-05,0.00260938,GO:0002433,0.52,4.953372998,954
Term,Hofbauer,BP,Fc-gamma receptor signaling pathway involved in phagocytosis,75,39,1.11E-05,0.00260938,GO:0038096,0.52,4.953372998,955
Term,Hofbauer,BP,B cell receptor signaling pathway,58,33,4.04E-07,1.87E-04,GO:0050853,0.568965517,6.393878786,956
Term,Hofbauer,MF,lipopeptide binding,10,7,1.68E-05,0.003649152,GO:0071723,0.7,4.773581009,957
Term,Hofbauer,MF,lipid antigen binding,5,4,3.11E-04,0.03353147,GO:0030882,0.8,3.507806043,958
Term,Hofbauer,MF,endogenous lipid antigen binding,5,4,3.11E-04,0.03353147,GO:0030883,0.8,3.507806043,959
Term,Hofbauer,MF,exogenous lipid antigen binding,5,4,3.11E-04,0.03353147,GO:0030884,0.8,3.507806043,960
Term,Hofbauer,BP,"antigen processing and presentation, endogenous lipid antigen via MHC class Ib",5,4,3.11E-04,0.03353147,GO:0048006,0.8,3.507806043,961
Term,Stromal,CC,extracellular matrix,501,158,4.57E-07,0.003467144,GO:0031012,0.315369261,6.339869188,962
Term,Stromal,CC,collagen-containing extracellular matrix,385,132,4.90E-08,5.57E-04,GO:0062023,0.342857143,7.310139831,963
Term,Stromal,BP,actin cytoskeleton organization,635,219,1.80E-06,0.008190646,GO:0030036,0.34488189,5.744674139,964
Term,Stromal,BP,actin filament-based process,725,253,2.03E-08,4.61E-04,GO:0030029,0.348965517,7.693207054,965
Term,Stromal,CC,anchoring junction,541,189.6666667,9.13E-06,0.029683306,GO:0070161,0.350585336,5.039352005,966
Term,Stromal,CC,actin cytoskeleton,492,172.8333333,4.86E-06,0.018438895,GO:0015629,0.351287263,5.313076178,967
Term,Stromal,MF,collagen binding,67,36.5,8.83E-07,0.005021238,GO:0005518,0.544776119,6.054091477,968
